,tpc_num,j_num,journal,authors,year,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,common_name,lab_field_strain,collect_country,collect_specific,hemisphere,latitude,longitude,altitude_m,author_country,author_specific,author_hemisphere,author_latitude,author_longitude,author_altitude,trait_type,same_experiment,trait_detail,start_stage_dev,end_stage_dev,Stage.in.out.of.host,host.type,hosts..in.order.,trophic_transmission_type,habitat,habitat.cat.1,habitat.cat.2,distribution,distrib.cat.1,distrib.cat.2,parasite.size..units.,sd_of_trait,report_data,unit,convert_data,independent,has_threshold,low_threshold,up_threshold,threshold_note,sample_size_all_temps,low_temp,high_temp,diff_temp,num_temps,zeros,fluctuations._temp,acclimatize_time,time_graph,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,bio1,bio5,bio6,X.80,X.60,X.40,X.20,X.10,X.4,X0,X1,X1.5,X2,X2.5,X3,X4,X4.5,X5,X5.5,X6,X6.5,X7,X7.5,X8,X8.5,X9,X9.5,X10,X10.5,X11,X11.5,X12,X12.5,X13,X13.5,X14,X14.5,X15,X15.5,X16,X16.5,X17,X17.5,X18,X19,X19.5,X20,X20.5,X21,X21.5,X22,X22.5,X23,X23.5,X24,X24.5,X25,X25.5,X26,X26.5,X27,X27.5,X28,X28.5,X29,X29.5,X30,X30.5,X31,X31.5,X32,X32.5,X33,X33.5,X34,X34.5,X35,X35.5,X36,X36.5,X37,X37.5,X38,X40,X41,X42,X43,X45,X50,X55,X60,X70,X80,X90,X100,raw_.80,raw_.60,raw_.40,raw_.20,raw_.10,raw_.4,raw_0,raw_1,raw_1.5,raw_2,raw_2.5,raw_3,raw_4,raw_4.5,raw_5,raw_5.5,raw_6,raw_6.5,raw_7,raw_7.5,raw_8,raw_8.5,raw_9,raw_9.5,raw_10,raw_10.5,raw_11,raw_11.5,raw_12,raw_12.5,raw_13,raw_13.5,raw_14,raw_14.5,raw_15,raw_15.5,raw_16,raw_16.5,raw_17,raw_17.5,raw_18,raw_19,raw_19.5,raw_20,raw_20.5,raw_21,raw_21.5,raw_22,raw_22.5,raw_23,raw_23.5,raw_24,raw_24.5,raw_25,raw_25.5,raw_26,raw_26.5,raw_27,raw_27.5,raw_28,raw_28.5,raw_29,raw_29.5,raw_30,rawa_30.5,raw_31,raw_31.5,raw_32,raw_32.5,raw_33,raw_33.5,raw_34,raw_34.5,raw_35,raw_35.5,raw_36,raw_36.5,raw_37,raw_37.5,raw_38,raw_40,raw_41,raw_42,raw_43,raw_45,raw_50,raw_55,raw_60,raw_70,raw_80,raw_90,raw_100,in.other.meta.,if.yes.which.,notes,Mortality.bias.,Possible.to.separate.development.from.mortality.,PM.Notes,Q.Nov2018,Qs.for.Janet,X,X.1
122,2,1,The Journal of Parasitology,Boag and Thomas,1985,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Molineidae,Nematodirus,battus,Thread-necked worm,lab,.,.,.,.,.,.,UK,"University of Newcastle-upon-Tyne, Newcastle-upon-Tyne, England",n,55,-2,55,survival,,50%,.,infective larva,2,3,mammal,free living,terrestrial,2,2,"mainly: British Isles, also: Norway, Sweden, Netherlands and parts of USA and Canada",2,2,855 x 25 (um),y,raw,days,1/data,,,,NA,,3 replicates for each temperature with sample size 200 within each replicate,5,30,25,6,n,1,n,,-0.4,-0.4,1.1,2.8,5.4,8.4,10,9.8,8.1,5.6,2.2,0.3,5,5.3,7.9,10.6,14,17.1,18.5,18.2,15.8,12.5,8.3,5.9,8,18.5,-0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.002105263,.,.,.,.,.,.,.,.,.,0.002695418,.,.,.,.,.,.,.,.,.,0.003184713,.,.,.,.,.,.,.,.,0.003968254,.,.,.,.,.,.,.,.,.,0.011904762,.,.,.,.,.,.,.,.,.,0.02173913,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,475,.,.,.,.,.,.,.,.,.,371,.,.,.,.,.,.,.,.,.,314,.,.,.,.,.,.,.,.,252,.,.,.,.,.,.,.,.,.,84,.,.,.,.,.,.,.,.,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,.,NA,.,.,,,NA,
123,8,1,The Journal of Parasitology,Boag and Thomas,1985,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Molineidae,Nematodirus,filicollis,Thread-necked worm,lab,.,.,.,.,.,.,UK,"University of Newcastle-upon-Tyne, Newcastle-upon-Tyne, England",n,55,-2,55,survival,,50%,.,infective larva,2,3,mammal,free living,terrestrial,2,2,"cosmopolitan, but more prevalent in temperate zones",6,4,600 x 30 (um),y,raw,days,1/data,,,,NA,,3 replicates for each temperature with sample size 200 within each replicate,5,30,25,6,n,1,n,,-0.4,-0.4,1.1,2.8,5.4,8.4,10,9.8,8.1,5.6,2.2,0.3,5,5.3,7.9,10.6,14,17.1,18.5,18.2,15.8,12.5,8.3,5.9,8,18.5,-0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.002283105,.,.,.,.,.,.,.,.,.,0.002941176,.,.,.,.,.,.,.,.,.,0.004032258,.,.,.,.,.,.,.,.,0.005464481,.,.,.,.,.,.,.,.,.,0.012048193,.,.,.,.,.,.,.,.,.,0.020833333,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438,.,.,.,.,.,.,.,.,.,340,.,.,.,.,.,.,.,.,.,248,.,.,.,.,.,.,.,.,183,.,.,.,.,.,.,.,.,.,83,.,.,.,.,.,.,.,.,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,.,NA,.,.,,,NA,
124,12,1,The Journal of Parasitology,Boag and Thomas,1985,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Molineidae,Nematodirus,spathiger,Thread-necked worm,lab,.,.,.,.,.,.,UK,"University of Newcastle-upon-Tyne, Newcastle-upon-Tyne, England",n,55,-2,55,survival,,50%,.,infective larva,2,3,mammal,free living,terrestrial,2,2,cosmopolitan,6,4,751 x 20 (um),y,raw,days,1/data,,,,NA,,3 replicates for each temperature with sample size 200 within each replicate,5,30,25,6,n,1,n,,-0.4,-0.4,1.1,2.8,5.4,8.4,10,9.8,8.1,5.6,2.2,0.3,5,5.3,7.9,10.6,14,17.1,18.5,18.2,15.8,12.5,8.3,5.9,8,18.5,-0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.003412969,.,.,.,.,.,.,.,.,.,0.004950495,.,.,.,.,.,.,.,.,.,0.006410256,.,.,.,.,.,.,.,.,0.011111111,.,.,.,.,.,.,.,.,.,0.014705882,.,.,.,.,.,.,.,.,.,0.038461538,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,293,.,.,.,.,.,.,.,.,.,202,.,.,.,.,.,.,.,.,.,156,.,.,.,.,.,.,.,.,90,.,.,.,.,.,.,.,.,.,68,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,.,NA,.,.,,,NA,
125,141,55,Parasitology,"van Dijk, J., Morgan, E. R.",2008,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Molineidae,Nematodirus,battus,Thread-necked worm,field,UK,farm near Bristol,n,51,-3,28,,,.,.,.,.,development,no,50%,egg,L3,2,3,mammal,free living,terrestrial,2,2,"mainly: British Isles, also: Norway, Sweden, Netherlands and parts of USA and Canada",2,2,174.5 x 72 (um),y,raw,days,1/data,,y,11,30,"incomplete development at 11C, no development at 30C",3 replicate petri dishes at each temperature each containing about 4000 eggs at each temperature ,11,30,19,7,y,1.5,n,,0.8,1.1,2.1,4.2,7.2,10.5,12.3,11.8,9.5,6.7,3.3,1.6,6,6.6,8.7,11.7,15,18.6,20.4,19.6,16.7,12.9,9.1,7,9.3,20.4,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,0.019607843,.,.,.,0.020408163,.,.,0.021276596,.,.,.,.,.,.,.,.,.,0.029411765,.,.,.,.,.,.,.,.,0.035714286,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,51,.,.,.,49,.,.,47,.,.,.,.,.,.,.,.,.,34,.,.,.,.,.,.,.,.,28,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,.,"Yes, treat as apparent dev",Not without additional assumptions,.,,,NA,
126,142,55,Parasitology,"van Dijk, J., Morgan, E. R.",2008,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Molineidae,Nematodirus,battus,Thread-necked worm,field,UK,farm near Bristol,n,51,-3,28,,,.,.,.,.,survival,no,50%,.,newly hatched larve,2,3,mammal,free living,terrestrial,2,2,"mainly: British Isles, also: Norway, Sweden, Netherlands and parts of USA and Canada",2,2,,y,raw,days,1/data,,n,,NA,,2 replicate petri dishes at each temperature (unclear how many eggs each contains (possibly 4000?)),11,17,6,4,n,1.5,n,,0.8,1.1,2.1,4.2,7.2,10.5,12.3,11.8,9.5,6.7,3.3,1.6,6,6.6,8.7,11.7,15,18.6,20.4,19.6,16.7,12.9,9.1,7,9.3,20.4,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.003571429,.,.,.,0.013333333,.,.,.,0.013333333,.,.,.,0.018181818,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,280,.,.,.,75,.,.,.,75,.,.,.,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,,"NA, good data",.,.,,,NA,
127,69,24,Transactions of the American Microscopical Society,Agrawal,1966,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Strongyloidea,Cloacinidae,Oesophagostomum,columbianum,Nodular worm,field,India,"local slaughterhouse (Lucknow, U.P.)",n,27,81,125,,,.,.,.,.,development,yes 1/2,mean,egg,L3,2,3,mammal,free living,terrestrial,2,2,worldwide; more important in tropical and subtropical areas,4,3,,range,raw,hours,1/(data/24),all 3 parts ,,,NA,,1750,15,40,25,7,y,.,n,,8.7,11.2,16,21.6,26.3,27.7,26.4,26,25,19.9,12.7,9.1,23.1,26.2,32.7,38.1,40.8,38.8,33.4,32.4,32.8,32.4,28.9,24.5,25.6,40.8,8.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.089552239,.,.,.,.,.,.,.,.,0.131868132,.,.,.,.,.,.,.,.,.,0.16,.,.,.,.,.,.,.,.,.,0.206896552,.,.,.,.,.,.,.,0.226415094,.,.,.,.,.,0.263736264,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,268,.,.,.,.,.,.,.,.,182,.,.,.,.,.,.,.,.,.,150,.,.,.,.,.,.,.,.,.,116,.,.,.,.,.,.,.,106,.,.,.,.,.,91,.,.,inf,.,.,.,.,.,.,.,.,.,.,.,n,.,.,"Yes, treat as apparent dev time",Not without additional assumptions,,,,NA,
128,70,24,Transactions of the American Microscopical Society,Agrawal,1966,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Strongyloidea,Cloacinidae,Oesophagostomum,columbianum,Nodular worm,field,India,"local slaughterhouse (Lucknow, U.P.)",n,27,81,125,,,.,.,.,.,survival,yes 1/2,50%,.,larva,2,3,mammal,free living,terrestrial,2,2,worldwide; more important in tropical and subtropical areas,4,3,,n,graph,day,1/data,,,,NA,,,25,40,15,5,n,,n,,8.7,11.2,16,21.6,26.3,27.7,26.4,26,25,19.9,12.7,9.1,23.1,26.2,32.7,38.1,40.8,38.8,33.4,32.4,32.8,32.4,28.9,24.5,25.6,40.8,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028776978,,,,,,,,,,0.032273681,,,,,,,,0.036580459,,,,,,0.041718815,,,0.095283468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.75,,,,,,,,,,30.985,,,,,,,,27.337,,,,,,23.97,,,10.495,,,,,,,,,,,,,,,,,,,These were cultivated and fed on E.coli at 30 degrees but exposed to different temps when they reached the infective stage. Do we want to use this data?,NA,
129,195,87,International Journal for Parasitology,"Echaubard, P., Leon, T., Suwanatrai, K., Chaiyos, J., Kim, C. S., Mallory, F. F., Kaewkes, S., Spear, R. C., Sripa, B.",2017,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Opisthorchiida,,,Opisthorchioidea,Opisthorchiidae,Opisthorchis,viverrini,,field,,,.,.,.,.,Thailand,"Mahidol University, Bangkok",n,14,100,10,survival,,50%,.,miracidia,2,2,"snail, fish, mammal",free living,freshwater,1,1,"mainly in northeast Thailand, Laos, Cambodia, and central and southern Vietnam",5,3,,n,graph,days,1/data,,n,,NA,,,25,40,15,4,n,,,y,18.7,21.1,23.2,24.7,24.7,24.3,24.1,23.9,23.9,23.5,21.7,18.9,31.3,33.3,35,36,34.7,33.5,33,32.7,32,31.3,30.2,29.9,27.7,36,18.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.020343397,.,.,.,.,.,.,.,.,.,0.019552253,.,.,.,.,.,.,.,.,.,0.056063239,.,.,.,.,.,.,0.094795715,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49.156,.,.,.,.,.,.,.,.,.,51.145,.,.,.,.,.,.,.,.,.,17.837,.,.,.,.,.,.,10.549,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
130,111,43,Parasitology,Young et al.,1980,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Trichostrongylidae,Ostertagia,circumcincta,Brown stomach worm,field,.,.,.,.,.,.,Australia,"CSIRO Division of Animal Health, Animal Health Research Laboratory, Private Bag No. 1, P.O., Parkville, Victoria",s,-38,145,43,development,,I averaged min and max of range,egg,hatch,2,NA,,,,NA,2,,4,2,,y (se),raw,hours ( 2 parameters (one of which is the minimum time) that I added up with an equation they provided),1/(data/24),1/2 trait detail,,,NA,,"2 experiments: expt1: 1343 eggs total for 10C, 15C and 20C. Expt2: 400 eggs total for 3, 4, 5, 6, and 15C",6,20,14,5,y*,0.5,n,,13.7,14.1,13,10.8,8.8,6.8,6.1,6.7,7.8,9.3,10.7,12.3,25.4,25.6,23.7,20,16.7,13.9,13.3,14.4,16.5,19,21.1,23.5,14.7,25.6,6.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.086364152,.,.,.,.,.,.,.,0.254659923,.,.,.,.,.,.,.,.,.,0.447297382,.,.,.,.,.,.,.,.,0.867465852,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,277.8930769,.,.,.,.,.,.,.,94.24333333,.,.,.,.,.,.,.,.,.,53.65557898,.,.,.,.,.,.,.,.,27.66679513,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,Teladorsagia circumcincta formerly known as: Ostertagia circumcincta,"Yes, treat as apparent dev",Not without additional assumptions,.,,,NA,
131,112,43,Parasitology,Young et al.,1980,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Trichostrongylidae,Ostertagia,circumcincta,Brown stomach worm,field,.,.,.,.,.,.,Australia,"CSIRO Division of Animal Health, Animal Health Research Laboratory, Private Bag No. 1, P.O., Parkville, Victoria",s,-38,145,43,development,,min,egg,hatch,2,NA,,,,NA,2,,4,2,,y (se),raw,"hours* (except 3,4,5C from graph - 100/hour)",1/(data/24)*,1/2 trait detail,,,NA,,"2 experiments: expt1: 1343 eggs total for 10C, 15C and 20C. Expt2: 400 eggs total for 3, 4, 5, 6, and 15C",3,20,17,7,n,0.5,n,,13.7,14.1,13,10.8,8.8,6.8,6.1,6.7,7.8,9.3,10.7,12.3,25.4,25.6,23.7,20,16.7,13.9,13.3,14.4,16.5,19,21.1,23.5,14.7,25.6,6.1,.,.,.,.,.,.,.,.,.,.,.,0.04992,0.07224,.,0.0828,.,0.119420809,.,.,.,.,.,.,.,0.296625881,.,.,.,.,.,.,.,.,.,0.542556799,.,.,.,.,.,.,.,.,1.016518424,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.208*,0.301*,.,0.345*,.,200.97,.,.,.,.,.,.,.,80.91,.,.,.,.,.,.,.,.,.,44.235,.,.,.,.,.,.,.,.,23.61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,Teladorsagia circumcincta formerly known as: Ostertagia circumcincta,"Do not use min, use mean",.,.,,,NA,
132,10,1,The Journal of Parasitology,Boag and Thomas,1985,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Trichostrongylidae,Ostertagia,ostertagi,Brown stomach worm,lab,.,.,.,.,.,.,UK,"University of Newcastle-upon-Tyne, Newcastle-upon-Tyne, England",n,55,-2,55,survival,,50%,.,infective larva,2,3,mammal,free living,terrestrial,2,2,"Worldwide, especially important in temperate climates and in subtropical regions with winter rainfall",4,2,3.97 x 0.07 (mm),y,raw,days,1/data,,,,NA,,3 replicates for each temperature with sample size 200 within each replicate,5,30,25,6,n,1,n,,-0.4,-0.4,1.1,2.8,5.4,8.4,10,9.8,8.1,5.6,2.2,0.3,5,5.3,7.9,10.6,14,17.1,18.5,18.2,15.8,12.5,8.3,5.9,8,18.5,-0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000882613,.,.,.,.,.,.,.,.,.,0.001204819,.,.,.,.,.,.,.,.,.,0.001569859,.,.,.,.,.,.,.,.,0.00204499,.,.,.,.,.,.,.,.,.,0.002624672,.,.,.,.,.,.,.,.,.,0.005319149,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1133,.,.,.,.,.,.,.,.,.,830,.,.,.,.,.,.,.,.,.,637,.,.,.,.,.,.,.,.,489,.,.,.,.,.,.,.,.,.,381,.,.,.,.,.,.,.,.,.,188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,.,NA,.,.,,,NA,
133,13,2,Parasitology,Young et al ,1980,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Trichostrongylidae,Ostertagia,ostertagi,Brown stomach worm,field,Australia,"Werribee, Victoria",s,-38,145,23,,,.,.,.,.,development,yes 1/2,50%,egg,L3,2,3,mammal,free living,terrestrial,2,2,"Worldwide, especially important in temperate climates and in subtropical regions with winter rainfall",4,2,1.06 x 0.025 (mm),n,raw,hours,1/(data/24),,,,NA,,2g of fecal material with 606 egg/g distributed among temperature treatments,5,27,22,5,n,0.5,n,,13.7,14.1,13,10.8,8.8,6.8,6.1,6.7,7.8,9.3,10.7,12.3,25.4,25.6,23.7,20,16.7,13.9,13.3,14.4,16.5,19,21.1,23.5,14.7,25.6,6.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.027366021,.,.,.,.,.,.,.,.,.,0.047058824,.,.,.,.,.,.,.,.,.,0.097959184,.,.,.,.,.,.,.,.,0.184615385,.,.,.,.,.,.,.,.,.,.,.,.,.,0.333333333,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,877,.,.,.,.,.,.,.,.,.,510,.,.,.,.,.,.,.,.,.,245,.,.,.,.,.,.,.,.,130,.,.,.,.,.,.,.,.,.,.,.,.,.,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,.,"No, as mortality and development were separated by the model, treat as 'real development'",.,.,,,NA,
134,14,2,Parasitology,Young et al ,1980,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Trichostrongylidae,Ostertagia,ostertagi,Brown stomach worm,field,Australia,"Werribee, Victoria",s,-38,145,23,,,.,.,.,.,survival,yes 1/2,not specified (estimated for model),.,throughout development from egg to L3,2,3,mammal,free living,terrestrial,2,2,"Worldwide, especially important in temperate climates and in subtropical regions with winter rainfall",4,2,adult?,y (se),raw,mortality per hour,data* 24,,,,NA,,2g of fecal material with 606 egg/g distributed among temperature treatments,5,27,22,5,n,0.5,n,,13.7,14.1,13,10.8,8.8,6.8,6.1,6.7,7.8,9.3,10.7,12.3,25.4,25.6,23.7,20,16.7,13.9,13.3,14.4,16.5,19,21.1,23.5,14.7,25.6,6.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02712,.,.,.,.,.,.,.,.,.,0.01176,.,.,.,.,.,.,.,.,.,0.01512,.,.,.,.,.,.,.,.,0.02064,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00113,.,.,.,.,.,.,.,.,.,0.00049,.,.,.,.,.,.,.,.,.,0.00063,.,.,.,.,.,.,.,.,0.00086,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00196,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,.,NA,.,.,,,NA,
135,64,21,Journal of Thermal Biology,Gibson,1981,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Trichostrongylidae,Ostertagia,ostertagi,Brown stomach worm,field,Ireland,"Agricultural institute field station, Dunsinea, Co. Dublin",n,53,-6,51,,,.,.,.,.,development,,mean,egg,L3,2,3,mammal,free living,terrestrial,2,2,"Worldwide, especially important in temperate climates and in subtropical regions with winter rainfall",4,2,,y (se),raw,days for L1 to L3 and hours for egg to L1,1/(data1/24) + 1/data2,,,,NA,,"Initial number of eggs: 5C - 100, 10C - 300, 15C - 300, 20C - 200,  25C - 200, 30C - 300",5,30,25,6,n,0.2,n,,2.3,2.2,2.9,4.3,6.7,9.4,11.2,11.1,9.5,7.4,4.3,3.1,7.5,7.5,9.2,11.5,14.3,17.2,18.9,18.7,16.7,13.7,10,8.4,9.5,18.9,2.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.012766772,.,.,.,.,.,.,.,.,.,0.036503011,.,.,.,.,.,.,.,.,.,0.060997306,.,.,.,.,.,.,.,.,0.08591988,.,.,.,.,.,.,.,.,.,0.127273691,.,.,.,.,.,.,.,.,.,0.113469812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78.32833333,.,.,.,.,.,.,.,.,.,27.395,.,.,.,.,.,.,.,.,.,16.39416667,.,.,.,.,.,.,.,.,11.63875,.,.,.,.,.,.,.,.,.,7.857083333,.,.,.,.,.,.,.,.,.,8.812916667,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mol13,.,"Yes, treat as apparent dev time","With some additional assumptions as explained in my email. I'm hesitant to go that way, and think it would probably be better to just report apparent dev time and ignore percent survival.",.,,,NA,
136,113,44,Parasitology,Rose,1961,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Trichostrongyloidea,Trichostrongylidae,Ostertagia,ostertagi,Brown stomach worm,?,.,.,.,.,.,.,UK,"Ministry of Agriculture, Fisheries and Food Central Veterinary Laboratory, Weybridge",n,51,0,21,survival,,max,.,infective larva,2,3,mammal,free living,terrestrial,2,2,"Worldwide, especially important in temperate climates and in subtropical regions with winter rainfall",4,2,,n,raw,weeks,1/(data*7),,,,NA,,.,6.5,24.5,18,4,n,1,n,,0.9,1.2,2.2,4.5,7.5,10.4,12.2,11.8,9.8,7.2,3.8,1.9,6.9,7.4,10,12.8,16.6,20,21.8,21.5,18.9,15,10.4,7.8,10.1,21.8,0.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.001066098,.,.,.,.,.,.,.,0.001310616,.,.,.,.,.,.,.,.,.,0.002597403,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.004926108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,134,.,.,.,.,.,.,.,109,.,.,.,.,.,.,.,.,.,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,.,"NA, good data",.,.,,"feaces collected from artificially infected, stalled calves. Is this a lab or field strain?",NA,
