"tpc_num","journal","authors","year","parasite_species","genus","family","order","class","phylum","trait_type","sample_size_all_temps","num_temps_in_curve","cause_of_repeated_measures","same_experiment","measurement_metric","simplified_metric","sampling_location_available","mean_ann_temp","max_month_temp","min_month_temp","latitude","author_latitude","dist_zone","altitude_m","habitat","plant_anim_parasite","endotherm_in_cycle","stage_in_out_host","target_host","source"
172,"Journal of Veterinary Medical Science","Kawano, J., Koga, M., Shimizu, A., Kimura, S.",1992,"Fasciola_sp.","Fasciola","Fasciolidae","Plagiorchiida","Trematoda","Platyhelminthes","survival","",4,"metrics","yes","50%","mid","no, author loc",14.4,30.9,-0.3,".","35",NA,".","freshwater","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
173,"Journal of Veterinary Medical Science","Kawano, J., Koga, M., Shimizu, A., Kimura, S.",1992,"Fasciola_sp.","Fasciola","Fasciolidae","Plagiorchiida","Trematoda","Platyhelminthes","survival","",4,"metrics","yes","max","max","no, author loc",14.4,30.9,-0.3,".","35",NA,".","freshwater","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
45,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Fimbriaria_fasciolaris","Fimbriaria","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development","5700",4,"hosts","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","global",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
46,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Fimbriaria_fasciolaris","Fimbriaria","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development",".",4,"hosts","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","global",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
47,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Fimbriaria_fasciolaris","Fimbriaria","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development",".",4,"hosts","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","global",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
48,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Fimbriaria_fasciolaris","Fimbriaria","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development",".",4,"hosts","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","global",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
49,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Fimbriaria_fasciolaris","Fimbriaria","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development",".",4,"hosts","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","global",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
50,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Fimbriaria_fasciolaris","Fimbriaria","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development",".",4,"hosts","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","global",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
135,"Vestnik zoologii","Akramova et al.",2010,"Gigantobilharzia_acotylea","Gigantobilharzia","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","development",".",5,"hosts","no","midpoint","mid","yes, exact",13.7,34.2,-3.5,"40",".","temperate","475","freshwater","animal","endotherm in life cycle","in host","in invert","Akramova, F. et al. 2010. Vestnik Zoologii, 44(5): e-1."
136,"Vestnik zoologii","Akramova et al.",2010,"Gigantobilharzia_acotylea","Gigantobilharzia","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","development",".",5,"hosts","no","midpoint","mid","yes, exact",13.7,34.2,-3.5,"40",".","temperate","475","freshwater","animal","endotherm in life cycle","in host","in invert","Akramova, F. et al. 2010. Vestnik Zoologii, 44(5): e-1."
235,"Phytopathologia Mediterranea","Kaczmarek, A., MacKenzie, K., Kettle, H., Blok, V. C.",2014,"Globodera_rostochiensis","Globodera","Heteroderidae","Tylenchida","Chromadorea","Nematoda","development","",10,"other","no","50%","mid","yes, exact",5.6,16.1,-3.2,"57",".","temperate","53","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","Evans, K. & Stone, A.R. 1977. Pans, 23(2): 178-189."
187,"Journal of Nematology","Phillips, W. S., Kieran, S. R., Zasada, I. A.",2015,"Globodera_ellingtonae","Globodera","Heteroderidae","Tylenchida","Chromadorea","Nematoda","development","",6,"other","no","mean","mid","yes, exact",6.7,29.1,-18.1,"44",".","temperate","950","terrestrial","plant","no endotherm in life cycle","in host","in plant","Handoo, Z.A. et al. 2012. Journal of Nematology, 44(1): 40."
234,"Phytopathologia Mediterranea","Kaczmarek, A., MacKenzie, K., Kettle, H., Blok, V. C.",2014,"Globodera_pallida","Globodera","Heteroderidae","Tylenchida","Chromadorea","Nematoda","development","",10,"other","no","50%","mid","yes, exact",5.6,16.1,-3.2,"57",".","temperate","53","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","Evans, K. & Stone, A.R. 1977. Pans, 23(2): 178-189."
83,"Global Change Biology","Hernandez et al.",2013,"Graphidium_strigosum","Graphidium","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development",".",5,"other","no","min","min","yes, exact",7.8,18.2,-0.8,"56",".","temperate","335","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Frank, R. et al. 2013. Parasitology Research, 112(12): 4255-4266."
5,"Journal of Parasitology","Boag and Thomas",1985,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicates for each temperature with sample size 200 within each replicate",6,"other","no","50%","mid","no, author loc",8,18.5,-0.4,".","55","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
58,"The American Midland Naturalist","Berberian and Mizelle",1957,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","development",".",16,"other","no","not specified","other/not specified","yes, exact",9.5,28.8,-10,"42",".","global","179","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
105,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Jehan and Gupta",1974,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","development","2450",7,"life stages","no","50%","mid","no, author loc",21.8,34.9,7.7,".","29","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
106,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Jehan and Gupta",1974,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","development","1750",7,"life stages","no","50%","mid","no, author loc",21.8,34.9,7.7,".","29","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
107,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Jehan and Gupta",1974,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","development","1750",7,"life stages","no","50%","mid","no, author loc",21.8,34.9,7.7,".","29","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
108,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Jehan and Gupta",1974,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","survival","1750",7,"metrics","yes","50%","mid","no, author loc",21.8,34.9,7.7,".","29","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
109,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Jehan and Gupta",1974,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","survival","1750",7,"metrics","yes","80%","other/not specified","no, author loc",21.8,34.9,7.7,".","29","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
110,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Jehan and Gupta",1974,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","survival","1750",7,"metrics","yes","max","max","no, author loc",21.8,34.9,7.7,".","29","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
116,"Parasitology","Silverman and Campbell",1959,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","survival",".",4,"other","no","50%","mid","no, author loc",8.1,19,-0.8,".","56","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
117,"Parasitology","Silverman and Campbell",1959,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","development",".",6,"other","no","50%","mid","no, author loc",8.1,19,-0.8,".","56","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
237,"International Journal for Parasitology","Coyne, M. J., Smith, G.",1992,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","development","",7,"life stages","no","min","min","no, author loc",11,28.8,-6.5,".","40","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
238,"International Journal for Parasitology","Coyne, M. J., Smith, G.",1992,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","development","",7,"life stages","no","min","min","no, author loc",11,28.8,-6.5,".","40","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
239,"International Journal for Parasitology","Coyne, M. J., Smith, G.",1992,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","development","",7,"life stages","no","min","min","no, author loc",11,28.8,-6.5,".","40","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
240,"Parasitology","Rose, J. H.",1963,"Haemonchus_contortus","Haemonchus","Haemonchidae","Rhabditida","Chromadorea","Nematoda","survival","",4,"other","no","max","max","yes, exact",10.1,21.8,0.9,"51",".","global","18","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
39,"Journal of Parasitology","Lo and Lee",1996,"Haplorchis_pumilio","Haplorchis","Heterophyidae","Opisthorchiida","Trematoda","Platyhelminthes","survival","200 cercariae at each temperature",6,"metrics","yes","50%","mid","no, author loc",20.4,29.4,11.4,".","25","global",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
40,"Journal of Parasitology","Lo and Lee",1996,"Haplorchis_pumilio","Haplorchis","Heterophyidae","Opisthorchiida","Trematoda","Platyhelminthes","survival","200 cercariae at each temperature",6,"metrics","yes","max","max","no, author loc",20.4,29.4,11.4,".","25","global",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
222,"Journal of Nematology","Mullens, B. A., Paine, E. O., Velten, R. K.",1995,"Heleidomermis_magnapapula","Heleidomermis","Mermithidae","Mermithida","Enoplea","Nematoda","survival","17 to 20",5,"life stages","no","mean","mid","yes, exact",16,34.9,2.3,"34",".","temperate","334","freshwater","animal","no endotherm in life cycle","in host","in invert","Mullens, B.A. et al. 2008. Russian Entomological Journal 17(1): 87-113."
223,"Journal of Nematology","Mullens, B. A., Paine, E. O., Velten, R. K.",1995,"Heleidomermis_magnapapula","Heleidomermis","Mermithidae","Mermithida","Enoplea","Nematoda","survival","17 to 20",5,"life stages","no","mean","mid","yes, exact",16,34.9,2.3,"34",".","temperate","334","freshwater","animal","no endotherm in life cycle","in host","in invert","Mullens, B.A. et al. 2008. Russian Entomological Journal 17(1): 87-113."
224,"Journal of Nematology","Mullens, B. A., Paine, E. O., Velten, R. K.",1995,"Heleidomermis_magnapapula","Heleidomermis","Mermithidae","Mermithida","Enoplea","Nematoda","development","14 to 18",5,"life stages","no","mean","mid","yes, exact",16,34.9,2.3,"34",".","temperate","334","freshwater","animal","no endotherm in life cycle","in host","in invert","Mullens, B.A. et al. 2008. Russian Entomological Journal 17(1): 87-113."
225,"Journal of Nematology","Mullens, B. A., Paine, E. O., Velten, R. K.",1995,"Heleidomermis_magnapapula","Heleidomermis","Mermithidae","Mermithida","Enoplea","Nematoda","survival","",4,"other","no","mean","mid","yes, exact",16,34.9,2.3,"34",".","temperate","334","freshwater","animal","no endotherm in life cycle","outside host","outside host: targets invert","Mullens, B.A. et al. 2008. Russian Entomological Journal 17(1): 87-113."
226,"Journal of Nematology","Mullens, B. A., Paine, E. O., Velten, R. K.",1995,"Heleidomermis_magnapapula","Heleidomermis","Mermithidae","Mermithida","Enoplea","Nematoda","development","",4,"life stages","no","mean","mid","yes, exact",16,34.9,2.3,"34",".","temperate","334","freshwater","animal","no endotherm in life cycle","in host","in invert","Mullens, B.A. et al. 2008. Russian Entomological Journal 17(1): 87-113."
208,"Parasitology","Kennedy, C. R.",1971,"Heterodera_schachitii","Heterodera","Heteroderidae","Tylenchida","Chromadorea","Nematoda","development","",6,"other","no","not specified","other/not specified","yes, exact",10.1,21,0.6,"53",".","global","48","terrestrial","plant","no endotherm in life cycle","in host","in plant","Fournet, S. et al. 2018. Frontiers in Microbiology, 9: 2801."
190,"Journal of Nematology","Singh, M., Sharma, S. B.",1994,"Heterodera_cajani","Heterodera","Heteroderidae","Tylenchida","Chromadorea","Nematoda","development","",4,"other","no","not specified","other/not specified","yes, exact",26.7,40,15,"18",".","tropical","541","terrestrial","plant","no endotherm in life cycle","in host","in plant","https://www.cabi.org/isc/datasheet/27023"
206,"Nematologica","Griffin, C. T., Downes, M. J.",1991,"Heterorhabditis_sp.","Heterorhabditis","Heterorhabditidae","Rhabditida","Chromadorea","Nematoda","development","",5,"other","no","not specified","other/not specified","yes, exact",9.9,22.3,-0.2,"51",".","global","25","terrestrial","animal","no endotherm in life cycle","in host","in invert","Burnell, A. & Stock, S.P. 2000. Nematology, 2(1): 31-42."
233,"Nematologica","Herron, G. A., Baker, G. I.",1991,"Hexamermis_sp.","Hexamermis","Mermithidae","Mermithida","Enoplea","Nematoda","development","",4,"other","no","mean","mid","yes, exact",14.9,29.1,0,"-30",".","global","1043","terrestrial","animal","no endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
20,"Experimental Parasitology ","Voge and Turner",1956,"Hymenolepis_diminuta","Hymenolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development","120 beetle hosts",6,"other","no","min","min","no, author loc",17.7,30.4,6.1,".","34","global",".","terrestrial","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
158,"Experimental Parasitology","Heyneman",1958,"Hymenolepis_nana","Hymenolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development","~100 per temperature",14,"life stages","no","mean","mid","yes, exact",20.2,33.7,5.2,"30",".","global","14","terrestrial","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
188,"Journal of Nematology","Ploeg, A. T.",1999,"Longidorus_africanus","Longidorus","Longidoridae","Dorylaimida","Enoplea","Nematoda","development","",7,"other","no","mean","mid","yes, exact",22.3,41.6,4.6,"33",".","temperate","47","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","Lamberti, F. 1969. Phytopathologia Mediterranea, 8(2): 137-141."
236,"International Review of Hydrobiology","Meissner, K., Bick, A.",1999,"Maritrema_subdolum","Maritrema","Microphallidae","Plagiorchiida","Trematoda","Platyhelminthes","survival","",5,"other","no","50%","mid","yes, exact",8.4,21.4,-2.8,"54",".","temperate","-24","marine","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
191,"European Journal of Plant Pathology","Vela, M. D., Gine, A., Lopez-Gomez, M., Sorribas, F. J., Ornat, C., Verdejo-Lucas, S., Talavera, M.",2014,"Meloidogyne_incognita","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",4,"other","no","mean","mid","yes, exact",16.6,28,6.7,"41",".","global",".","terrestrial","plant","no endotherm in life cycle","in host","in plant","Taylor, A.L. & Sasser J.N. 1982. Relationship of climate and soil characteristics to geographical distribution of Meloidogyne species in agricultural soils. North Carolina State University/USAID, Raleigh"
192,"European Journal of Plant Pathology","Vela, M. D., Gine, A., Lopez-Gomez, M., Sorribas, F. J., Ornat, C., Verdejo-Lucas, S., Talavera, M.",2014,"Meloidogyne_javanica","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",4,"other","no","mean","mid","yes, exact",16.6,28,6.7,"41",".","tropical",".","terrestrial","plant","no endotherm in life cycle","in host","in plant","Taylor, A.L. & Sasser J.N. 1982. Relationship of climate and soil characteristics to geographical distribution of Meloidogyne species in agricultural soils. North Carolina State University/USAID, Raleigh"
193,"Journal of Nematology","Zhang, F. R., Schmitt, D. P.",1995,"Meloidogyne_konaensis","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",7,"life stages","no","not specified","other/not specified","yes, exact",23,28.7,17.2,"20",".","tropical","457","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","Zhang, F. & Schmitt, D.P. 1994. Journal of Nematology, 26(4S): 744."
194,"Journal of Nematology","Zhang, F. R., Schmitt, D. P.",1995,"Meloidogyne_konaensis","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",7,"life stages","no","not specified","other/not specified","yes, exact",23,28.7,17.2,"20",".","tropical","457","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","Zhang, F. & Schmitt, D.P. 1994. Journal of Nematology, 26(4S): 744."
201,"Nematologica","Davide, R. G., Triantap.Ac,",1967,"Meloidogyne_incognita","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","6 replicate plants",5,"other","no","50%","mid","no, author loc",26.9,32.1,22.8,".","12","global",".","terrestrial","plant","no endotherm in life cycle","in host","in plant","Taylor, A.L. & Sasser J.N. 1982. Relationship of climate and soil characteristics to geographical distribution of Meloidogyne species in agricultural soils. North Carolina State University/USAID, Raleigh"
202,"Nematropica","Davila-Negron, M., Dickson, D. W.",2013,"Meloidogyne_arenaria","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",9,"other","no","min","min","yes, exact",20.2,32.8,5.8,"30",".","temperate","38","terrestrial","plant","no endotherm in life cycle","in host","in plant","https://nematode.unl.edu/wormaren.htm"
203,"Nematropica","Davila-Negron, M., Dickson, D. W.",2013,"Meloidogyne_incognita","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",9,"other","no","min","min","yes, exact",20.2,32.8,5.8,"30",".","global","32","terrestrial","plant","no endotherm in life cycle","in host","in plant","Taylor, A.L. & Sasser J.N. 1982. Relationship of climate and soil characteristics to geographical distribution of Meloidogyne species in agricultural soils. North Carolina State University/USAID, Raleigh"
204,"Nematropica","Davila-Negron, M., Dickson, D. W.",2013,"Meloidogyne_javanica","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",9,"other","no","min","min","yes, exact",20.2,32.8,5.8,"30",".","tropical","32","terrestrial","plant","no endotherm in life cycle","in host","in plant","Taylor, A.L. & Sasser J.N. 1982. Relationship of climate and soil characteristics to geographical distribution of Meloidogyne species in agricultural soils. North Carolina State University/USAID, Raleigh"
216,"Plant Pathology","Maleita, C., Curtis, R., Abrantes, I.",2012,"Meloidogyne_hispanica","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",6,"other","no","not specified","other/not specified","yes, exact",16.3,25.9,8.6,"37",".","temperate","19","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","Hirschmann, H., 1986.  Journal of Nematology, 18(4): 520."
217,"Plant Pathology","Maleita, C.
Curtis, R.
Abrantes, I.",2012,"Meloidogyne_arenaria","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",6,"other","no","not specified","other/not specified","yes, exact",13.7,28,3.8,"40",".","temperate","67","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","https://nematode.unl.edu/wormaren.htm"
221,"Nematology","Morris, K. S., Horgan, F. G., Downes, M. J., Griffin, C. T.",2011,"Meloidogyne_minor","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","9",4,"other","no","mean","mid","yes, exact",9.3,19.5,1.6,"53",".","temperate","101","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","http://nemaplex.ucdavis.edu/Taxadata/G076S80.aspx"
227,"Nematology","Ploeg, A. T., Maris, P. C.",1999,"Meloidogyne_incognita","Meloidogyne","Meloidogynidae","Tylenchida","Chromadorea","Nematoda","development","",5,"other","no","min","min","yes, exact",14.8,29.9,3.4,"38",".","global","118","terrestrial","plant","no endotherm in life cycle","in host","in plant","Taylor, A.L. & Sasser J.N. 1982. Relationship of climate and soil characteristics to geographical distribution of Meloidogyne species in agricultural soils. North Carolina State University/USAID, Raleigh"
51,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Microsomacanthus_compressa","Microsomacanthus","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development","850",4,"other","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","temperate",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
52,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Microsomacanthus_paracompressa","Microsomacanthus","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development","850",4,"other","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","temperate",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
53,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Microsomacanthus_paramicrosoma","Microsomacanthus","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development","850",4,"other","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","temperate",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
35,"Parasitology","Lackie",1972,"Moniliformis_dubius","Moniliformis","Moniliformidae","Moniliformida","Archiacanthocephala","Acanthocephala","development",".",8,"other","no","not specified","other/not specified","no, author loc",9.7,21.6,-0.1,".","52","global",".","terrestrial","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
57,"Journal of Helminthology","Rose",1957,"Muellerius_capillaris","Muellerius","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","development",".",5,"other","no","min","min","no, author loc",10.1,21.8,0.9,".","51","global",".","terrestrial","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
2,"Journal of Parasitology","Boag and Thomas",1985,"Nematodirus_battus","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicates for each temperature with sample size 200 within each replicate",6,"other","no","50%","mid","no, author loc",8,18.5,-0.4,".","55","temperate",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Hoberg, E.P. et al. 1986. Proceedings of the Helminthological Society of Washington, 53(1): 80-88."
8,"Journal of Parasitology","Boag and Thomas",1985,"Nematodirus_filicollis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicates for each temperature with sample size 200 within each replicate",6,"other","no","50%","mid","no, author loc",8,18.5,-0.4,".","55","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
12,"Journal of Parasitology","Boag and Thomas",1985,"Nematodirus_spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicates for each temperature with sample size 200 within each replicate",6,"other","no","50%","mid","no, author loc",8,18.5,-0.4,".","55","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
141,"Parasitology","van Dijk, J., Morgan, E. R.",2008,"Nematodirus_battus","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","development","3 replicate petri dishes at each temperature each containing about 4000 eggs at each temperature ",7,"other","no","50%","mid","yes, exact",9.3,20.4,0.8,"51",".","temperate","28","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Hoberg, E.P. et al. 1986. Proceedings of the Helminthological Society of Washington, 53(1): 80-88."
